Acad Group,Class ID,Subject,Subject Code,Course Nbr,Section,Course Title,Day,Time,Instructor,Credits
"Literature, Science & the Arts",33054,Ecology and Evolutionary Biology,EEB, 995,010,Diss-Cand,,ARR,Rabosky,8.00
"Literature, Science & the Arts",33056,Ecology and Evolutionary Biology,EEB, 995,011,Diss-Cand,,ARR,Smith,8.00
"Literature, Science & the Arts",33047,Ecology and Evolutionary Biology,EEB, 995,028,Diss-Cand,,ARR,Duda Jr,8.00
"Literature, Science & the Arts",33049,Ecology and Evolutionary Biology,EEB, 995,034,Diss-Cand,,ARR,Goldberg,8.00
"Literature, Science & the Arts",33051,Ecology and Evolutionary Biology,EEB, 995,047,Diss-Cand,,ARR,Knowles,8.00
"Literature, Science & the Arts",33039,Ecology and Evolutionary Biology,EEB, 995,057,Diss-Cand,,ARR,Nadelhoffer,8.00
"Literature, Science & the Arts",33052,Ecology and Evolutionary Biology,EEB, 995,064,Diss-Cand,,ARR,OConnor,8.00
"Literature, Science & the Arts",33058,Ecology and Evolutionary Biology,EEB, 995,069,Diss-Cand,,ARR,Tucker,8.00
"Literature, Science & the Arts",33053,Ecology and Evolutionary Biology,EEB, 995,075,Diss-Cand,,ARR,O'Foighil,8.00
"Literature, Science & the Arts",33059,Ecology and Evolutionary Biology,EEB, 995,080,Diss-Cand,,ARR,Vandermeer,8.00
"Literature, Science & the Arts",33061,Ecology and Evolutionary Biology,EEB, 995,091,Diss-Cand,,ARR,Zhang,8.00
"Literature, Science & the Arts",33057,Ecology and Evolutionary Biology,EEB, 995,097,Diss-Cand,,ARR,Tibbetts,8.00
"Literature, Science & the Arts",33060,Ecology and Evolutionary Biology,EEB, 995,098,Diss-Cand,,ARR,Wittkopp,8.00
"Literature, Science & the Arts",33046,Ecology and Evolutionary Biology,EEB, 995,107,Diss-Cand,,ARR,Dick,8.00
"Literature, Science & the Arts",33044,Ecology and Evolutionary Biology,EEB, 995,119,Diss-Cand,,ARR,Cortes-Ortiz,8.00
"Literature, Science & the Arts",33050,Ecology and Evolutionary Biology,EEB, 995,123,Diss-Cand,,ARR,James,8.00
"Literature, Science & the Arts",33048,Ecology and Evolutionary Biology,EEB, 995,126,Diss-Cand,,ARR,Duffy,8.00
"Literature, Science & the Arts",33045,Ecology and Evolutionary Biology,EEB, 995,128,Diss-Cand,,ARR,Davis Rabosky,8.00
"Literature, Science & the Arts",33043,Ecology and Evolutionary Biology,EEB, 995,130,Diss-Cand,,ARR,Baucom,8.00
"Literature, Science & the Arts",33055,Ecology and Evolutionary Biology,EEB, 995,131,Diss-Cand,,ARR,Schmidt,8.00
"Literature, Science & the Arts",33062,Ecology and Evolutionary Biology,EEB, 995,229,Diss-Cand,,ARR,Lauring,8.00
"Literature, Science & the Arts",11111,Economics,ECON, 101,100,Principles Econ I,M W,10-1130AM,Caldwell Jr,4.00
"Literature, Science & the Arts",11112,Economics,ECON, 101,101,Principles Econ I,F,830-10AM,Juarez,4.00
"Literature, Science & the Arts",11113,Economics,ECON, 101,102,Principles Econ I,TH,10-1130AM,Espinoza Bardales,4.00
"Literature, Science & the Arts",11114,Economics,ECON, 101,103,Principles Econ I,TH,1130-1PM,Lomonosov,4.00
"Literature, Science & the Arts",11115,Economics,ECON, 101,104,Principles Econ I,F,1130-1PM,Garud,4.00
"Literature, Science & the Arts",24667,Economics,ECON, 101,105,Principles Econ I,F,1-230PM,Zeng,4.00
"Literature, Science & the Arts",24668,Economics,ECON, 101,107,Principles Econ I,F,230-4PM,Usher,4.00
"Literature, Science & the Arts",17873,Economics,ECON, 101,109,Principles Econ I,TH,530-7PM,Lohawala,4.00
"Literature, Science & the Arts",11116,Economics,ECON, 101,110,Principles Econ I,F,1130-1PM,Usher,4.00
"Literature, Science & the Arts",11117,Economics,ECON, 101,111,Principles Econ I,F,1130-1PM,Juarez,4.00
"Literature, Science & the Arts",20890,Economics,ECON, 101,113,Principles Econ I,F,1-230PM,Peng,4.00
"Literature, Science & the Arts",24669,Economics,ECON, 101,115,Principles Econ I,TH,10-1130AM,Zeng,4.00
"Literature, Science & the Arts",11118,Economics,ECON, 101,200,Principles Econ I,M W,1130-1PM,Dudley,4.00
"Literature, Science & the Arts",11119,Economics,ECON, 101,201,Principles Econ I,M,230-4PM,Li,4.00
"Literature, Science & the Arts",11120,Economics,ECON, 101,203,Principles Econ I,T,1130-1PM,Liu,4.00
"Literature, Science & the Arts",11121,Economics,ECON, 101,204,Principles Econ I,T,830-10AM,Owen,4.00
"Literature, Science & the Arts",11122,Economics,ECON, 101,205,Principles Econ I,T,1-230PM,Helgerman,4.00
"Literature, Science & the Arts",11123,Economics,ECON, 101,206,Principles Econ I,M,230-4PM,Tang,4.00
"Literature, Science & the Arts",17874,Economics,ECON, 101,207,Principles Econ I,M,4-530PM,Li,4.00
"Literature, Science & the Arts",11124,Economics,ECON, 101,208,Principles Econ I,M,4-530PM,Cheng,4.00
"Literature, Science & the Arts",11125,Economics,ECON, 101,209,Principles Econ I,M,230-4PM,Cheng,4.00
"Literature, Science & the Arts",17875,Economics,ECON, 101,211,Principles Econ I,T,1130-1PM,Owen,4.00
"Literature, Science & the Arts",20851,Economics,ECON, 101,212,Principles Econ I,M,4-530PM,Tang,4.00
"Literature, Science & the Arts",20891,Economics,ECON, 101,213,Principles Econ I,T,830-10AM,Liu,4.00
"Literature, Science & the Arts",11126,Economics,ECON, 101,300,Principles Econ I,M W,230-4PM,Wolfers,4.00
"Literature, Science & the Arts",11127,Economics,ECON, 101,301,Principles Econ I,F,1130-1PM,Denton-Schneider,4.00
"Literature, Science & the Arts",11128,Economics,ECON, 101,302,Principles Econ I,F,230-4PM,Radler,4.00
"Literature, Science & the Arts",18580,Economics,ECON, 101,303,Principles Econ I,F,10-1130AM,Krishnan,4.00
"Literature, Science & the Arts",11129,Economics,ECON, 101,304,Principles Econ I,TH,830-10AM,Wang,4.00
"Literature, Science & the Arts",11130,Economics,ECON, 101,305,Principles Econ I,F,1-230PM,Krishnan,4.00
"Literature, Science & the Arts",25000,Economics,ECON, 101,306,Principles Econ I,F,1-230PM,Raghuraman,4.00
"Literature, Science & the Arts",25001,Economics,ECON, 101,307,Principles Econ I,TH,530-7PM,Denton-Schneider,4.00
"Literature, Science & the Arts",11131,Economics,ECON, 101,308,Principles Econ I,TH,1130-1PM,Wang,4.00
"Literature, Science & the Arts",11132,Economics,ECON, 101,309,Principles Econ I,TH,830-10AM,Radler,4.00
"Literature, Science & the Arts",11133,Economics,ECON, 101,310,Principles Econ I,F,1-230PM,Bimberg,4.00
"Literature, Science & the Arts",11134,Economics,ECON, 101,311,Principles Econ I,TH,1-230PM,Mather,4.00
"Literature, Science & the Arts",25002,Economics,ECON, 101,312,Principles Econ I,F,230-4PM,Bimberg,4.00
"Literature, Science & the Arts",20932,Economics,ECON, 101,315,Principles Econ I,TH,830-10AM,Mather,4.00
"Literature, Science & the Arts",20933,Economics,ECON, 101,316,Principles Econ I,F,10-1130AM,Raghuraman,4.00
"Literature, Science & the Arts",22807,Economics,ECON, 101,400,Principles Econ I,T TH,1130-1PM,Caldwell Jr,4.00
"Literature, Science & the Arts",22808,Economics,ECON, 101,401,Principles Econ I,TH,230-4PM,Lohawala,4.00
"Literature, Science & the Arts",22809,Economics,ECON, 101,402,Principles Econ I,F,1130-1PM,Peng,4.00
"Literature, Science & the Arts",23113,Economics,ECON, 101,403,Principles Econ I,TH,230-4PM,Lomonosov,4.00
"Literature, Science & the Arts",23114,Economics,ECON, 101,404,Principles Econ I,F,1-230PM,Garud,4.00
"Literature, Science & the Arts",23115,Economics,ECON, 101,405,Principles Econ I,TH,6-730PM,Espinoza Bardales,4.00
"Literature, Science & the Arts",23116,Economics,ECON, 101,406,Principles Econ I,TH,4-530PM,Moskalev,4.00
"Literature, Science & the Arts",22887,Economics,ECON, 101,500,Principles Econ I,M W,1-230PM,Zamzow,4.00
"Literature, Science & the Arts",22888,Economics,ECON, 101,501,Principles Econ I,F,1-230PM,Zamzow,4.00
"Literature, Science & the Arts",11135,Economics,ECON, 102,100,Principles Econ II,T TH,1130-1PM,Cho,4.00
"Literature, Science & the Arts",25201,Economics,ECON, 102,101,Principles Econ II,TH,4-530PM,Aristizabal-Ramirez,4.00
"Literature, Science & the Arts",19783,Economics,ECON, 102,102,Principles Econ II,TH,530-7PM,Wang,4.00
"Literature, Science & the Arts",11136,Economics,ECON, 102,103,Principles Econ II,F,10-1130AM,Olson,4.00
"Literature, Science & the Arts",11137,Economics,ECON, 102,104,Principles Econ II,F,1-230PM,Markiewitz,4.00
"Literature, Science & the Arts",25202,Economics,ECON, 102,105,Principles Econ II,F,1-230PM,Olson,4.00
"Literature, Science & the Arts",11138,Economics,ECON, 102,106,Principles Econ II,F,10-1130AM,Markiewitz,4.00
"Literature, Science & the Arts",11139,Economics,ECON, 102,107,Principles Econ II,TH,530-7PM,Ersan,4.00
"Literature, Science & the Arts",11140,Economics,ECON, 102,108,Principles Econ II,TH,530-7PM,Moran,4.00
"Literature, Science & the Arts",11141,Economics,ECON, 102,109,Principles Econ II,F,830-10AM,Moran,4.00
"Literature, Science & the Arts",15787,Economics,ECON, 102,110,Principles Econ II,TH,230-4PM,Aristizabal-Ramirez,4.00
"Literature, Science & the Arts",15788,Economics,ECON, 102,111,Principles Econ II,F,1-230PM,Ersan,4.00
"Literature, Science & the Arts",11142,Economics,ECON, 102,200,Principles Econ II,T TH,10-1130AM,Stevenson,4.00
"Literature, Science & the Arts",11143,Economics,ECON, 102,201,Principles Econ II,TH,1130-1PM,Elayan Balague,4.00
"Literature, Science & the Arts",11144,Economics,ECON, 102,202,Principles Econ II,F,1130-1PM,Baldomero Quintana,4.00
"Literature, Science & the Arts",25203,Economics,ECON, 102,203,Principles Econ II,TH,4-530PM,Song,4.00
"Literature, Science & the Arts",11145,Economics,ECON, 102,204,Principles Econ II,F,1130-1PM,Elayan Balague,4.00
"Literature, Science & the Arts",11146,Economics,ECON, 102,205,Principles Econ II,F,230-4PM,Chen,4.00
"Literature, Science & the Arts",11147,Economics,ECON, 102,206,Principles Econ II,F,10-1130AM,Baldomero Quintana,4.00
"Literature, Science & the Arts",11148,Economics,ECON, 102,207,Principles Econ II,TH,230-4PM,Arredondo Chavez,4.00
"Literature, Science & the Arts",11149,Economics,ECON, 102,208,Principles Econ II,F,1-230PM,Fernandez Ibanez,4.00
"Literature, Science & the Arts",11150,Economics,ECON, 102,209,Principles Econ II,F,1-230PM,Chen,4.00
"Literature, Science & the Arts",25204,Economics,ECON, 102,210,Principles Econ II,TH,1130-1PM,Arredondo Chavez,4.00
"Literature, Science & the Arts",14623,Economics,ECON, 102,211,Principles Econ II,F,10-1130AM,Fernandez Ibanez,4.00
"Literature, Science & the Arts",20357,Economics,ECON, 108,001,Intro Micro Wkshp,F,9-10AM,Proulx,1.00
"Literature, Science & the Arts",32873,Economics,ECON, 195,001,Topics Sem Intro Ec,T TH,230-4PM,Wan,3.00
"Literature, Science & the Arts",25793,Economics,ECON, 208,001,Inter Micro Workshop,F,1-230PM,Dudley,1.00
"Literature, Science & the Arts",11171,Economics,ECON, 251,100,Intr Stat&Metric II,T TH,1130-1PM,Asenova,4.00
"Literature, Science & the Arts",11172,Economics,ECON, 251,101,Intr Stat&Metric II,F,11-12PM,Lepage,4.00
"Literature, Science & the Arts",11173,Economics,ECON, 251,102,Intr Stat&Metric II,F,12-1PM,Lepage,4.00
"Literature, Science & the Arts",23019,Economics,ECON, 251,200,Intr Stat&Metric II,T TH,4-530PM,Asenova,4.00
"Literature, Science & the Arts",23020,Economics,ECON, 251,201,Intr Stat&Metric II,F,12-1PM,Rao,4.00
"Literature, Science & the Arts",23021,Economics,ECON, 251,202,Intr Stat&Metric II,F,1-2PM,Simon,4.00
"Literature, Science & the Arts",25194,Economics,ECON, 251,203,Intr Stat&Metric II,F,12-1PM,Simon,4.00
"Literature, Science & the Arts",25195,Economics,ECON, 251,204,Intr Stat&Metric II,F,1-2PM,Rao,4.00
"Literature, Science & the Arts",11151,Economics,ECON, 310,001,Money & Banking,M W,1130-1PM,Dudek,3.00
"Literature, Science & the Arts",23487,Economics,ECON, 320,001,Survey-Labor Econ,M W,1130-1PM,Sedo,3.00
"Literature, Science & the Arts",26476,Economics,ECON, 325,001,Econ of Education,T TH,830-10AM,Stevenson,3.00
"Literature, Science & the Arts",27620,Economics,ECON, 330,001,American Industries,M W,230-4PM,Adams,4.00
"Literature, Science & the Arts",28179,Economics,ECON, 330,002,American Industries,F,11-12PM,Kulczycki,4.00
"Literature, Science & the Arts",28180,Economics,ECON, 330,003,American Industries,F,12-1PM,Kulczycki,4.00
"Literature, Science & the Arts",28192,Economics,ECON, 330,004,American Industries,F,1-2PM,Jayanti,4.00
"Literature, Science & the Arts",28193,Economics,ECON, 330,005,American Industries,F,2-3PM,Jayanti,4.00
"Literature, Science & the Arts",30160,Economics,ECON, 340,001,International Econ,M W,830-10AM,Deardorff,3.00
"Literature, Science & the Arts",30161,Economics,ECON, 360,001,Developing Economic,T TH,830-10AM,Bergquist,3.00
"Literature, Science & the Arts",30162,Economics,ECON, 395,001,Topics in Microecon,T TH,1130-1PM,Hogan,3.00
"Literature, Science & the Arts",30163,Economics,ECON, 396,001,Topics in Macroecon,T TH,230-4PM,Cho,3.00
"Literature, Science & the Arts",33598,Economics,ECON, 398,001,Strategy,T TH,830-10AM,Peralta,4.00
"Literature, Science & the Arts",33599,Economics,ECON, 398,002,Strategy,F,2-3PM,Suleymanov,4.00
"Literature, Science & the Arts",33600,Economics,ECON, 398,003,Strategy,TH,11-12PM,Suleymanov,4.00
"Literature, Science & the Arts",11152,Economics,ECON, 401,001,Intermed Micro Thry,M W,1-230PM,Proulx,4.00
"Literature, Science & the Arts",11153,Economics,ECON, 401,002,Intermed Micro Thry,TH,10-1130AM,Proulx,4.00
"Literature, Science & the Arts",11154,Economics,ECON, 401,003,Intermed Micro Thry,TH,10-1130AM,Cordero,4.00
"Literature, Science & the Arts",11155,Economics,ECON, 401,004,Intermed Micro Thry,TH,1130-1PM,Conlon,4.00
"Literature, Science & the Arts",11156,Economics,ECON, 401,005,Intermed Micro Thry,TH,1130-1PM,Cordero,4.00
"Literature, Science & the Arts",30231,Economics,ECON, 401,006,Intermed Micro Thry,TH,1-230PM,Conlon,4.00
"Literature, Science & the Arts",11158,Economics,ECON, 401,007,Intermed Micro Thry,TH,530-7PM,Teng,4.00
"Literature, Science & the Arts",11159,Economics,ECON, 401,008,Intermed Micro Thry,TH,230-4PM,Laoprapassorn,4.00
"Literature, Science & the Arts",11160,Economics,ECON, 401,009,Intermed Micro Thry,TH,230-4PM,Kindsgrab,4.00
"Literature, Science & the Arts",17791,Economics,ECON, 401,010,Intermed Micro Thry,TH,830-10AM,Chaikina,4.00
"Literature, Science & the Arts",11161,Economics,ECON, 401,011,Intermed Micro Thry,TH,4-530PM,Chaikina,4.00
"Literature, Science & the Arts",26799,Economics,ECON, 401,012,Intermed Micro Thry,TH,4-530PM,Brosy,4.00
"Literature, Science & the Arts",30232,Economics,ECON, 401,013,Intermed Micro Thry,TH,530-7PM,Laoprapassorn,4.00
"Literature, Science & the Arts",18924,Economics,ECON, 401,014,Intermed Micro Thry,TH,1-230PM,Ryan,4.00
"Literature, Science & the Arts",33438,Economics,ECON, 401,015,Intermed Micro Thry,TH,230-4PM,Brosy,4.00
"Literature, Science & the Arts",33440,Economics,ECON, 401,016,Intermed Micro Thry,TH,4-530PM,Teng,4.00
"Literature, Science & the Arts",33441,Economics,ECON, 401,017,Intermed Micro Thry,TH,10-1130AM,Ryan,4.00
"Literature, Science & the Arts",33442,Economics,ECON, 401,018,Intermed Micro Thry,TH,1130-1PM,Kindsgrab,4.00
"Literature, Science & the Arts",11162,Economics,ECON, 402,001,Intermed Macro Thry,T TH,1-230PM,Cravino,4.00
"Literature, Science & the Arts",11163,Economics,ECON, 402,002,Intermed Macro Thry,F,9-10AM,Bosler,4.00
"Literature, Science & the Arts",11164,Economics,ECON, 402,003,Intermed Macro Thry,TH,3-4PM,Cravino,4.00
"Literature, Science & the Arts",11165,Economics,ECON, 402,004,Intermed Macro Thry,F,1-2PM,Hambardzumyan,4.00
"Literature, Science & the Arts",11166,Economics,ECON, 402,005,Intermed Macro Thry,F,2-3PM,Yadav,4.00
"Literature, Science & the Arts",11167,Economics,ECON, 402,006,Intermed Macro Thry,F,3-4PM,Hambardzumyan,4.00
"Literature, Science & the Arts",11168,Economics,ECON, 402,007,Intermed Macro Thry,F,10-11AM,Yadav,4.00
"Literature, Science & the Arts",11169,Economics,ECON, 402,008,Intermed Macro Thry,F,9-10AM,Lam,4.00
"Literature, Science & the Arts",11170,Economics,ECON, 402,009,Intermed Macro Thry,F,11-12PM,Lam,4.00
"Literature, Science & the Arts",19560,Economics,ECON, 402,010,Intermed Macro Thry,TH,4-5PM,Venyige,4.00
"Literature, Science & the Arts",26580,Economics,ECON, 402,011,Intermed Macro Thry,TH,5-6PM,Bosler,4.00
"Literature, Science & the Arts",24699,Economics,ECON, 409,001,Game Theory,M W,230-4PM,Miller,4.00
"Literature, Science & the Arts",24700,Economics,ECON, 409,002,Game Theory,TH,530-630PM,Morton,4.00
"Literature, Science & the Arts",24701,Economics,ECON, 409,003,Game Theory,F,11-12PM,Morton,4.00
"Literature, Science & the Arts",33945,Economics,ECON, 420,001,Topics in Labor Econ,T TH,4-530PM,Reynoso,3.00
"Literature, Science & the Arts",30258,Economics,ECON, 422,001,Personnel Economics,M W,830-10AM,Brown,3.00
"Literature, Science & the Arts",30164,Economics,ECON, 431,001,Ind Organ & Perform,T TH,10-1130AM,Fan,3.00
"Literature, Science & the Arts",30165,Economics,ECON, 438,001,Ec Hlth Serv,M W,1-230PM,Kowalski,3.00
"Literature, Science & the Arts",24704,Economics,ECON, 442,001,Interntl Finance,T TH,1-230PM,Sotelo,4.00
"Literature, Science & the Arts",24705,Economics,ECON, 442,002,Interntl Finance,TH,4-5PM,Cevallos Fujiy,4.00
"Literature, Science & the Arts",24706,Economics,ECON, 442,003,Interntl Finance,TH,5-6PM,Cevallos Fujiy,4.00
"Literature, Science & the Arts",27626,Economics,ECON, 444,001,European Economy,M W,10-1130AM,Adams,4.00
"Literature, Science & the Arts",28419,Economics,ECON, 444,002,European Economy,F,11-12PM,Vaught,4.00
"Literature, Science & the Arts",28420,Economics,ECON, 444,003,European Economy,F,12-1PM,Vaught,4.00
"Literature, Science & the Arts",28421,Economics,ECON, 444,004,European Economy,F,1-2PM,Huppertz,4.00
"Literature, Science & the Arts",28422,Economics,ECON, 444,005,European Economy,F,2-3PM,Huppertz,4.00
"Literature, Science & the Arts",23774,Economics,ECON, 451,001,Inter Stat&Metrics I,M W,1130-1PM,Asenova,4.00
"Literature, Science & the Arts",23775,Economics,ECON, 451,002,Inter Stat&Metrics I,F,1-2PM,Trouvain,4.00
"Literature, Science & the Arts",23776,Economics,ECON, 451,003,Inter Stat&Metrics I,F,2-3PM,Trouvain,4.00
"Literature, Science & the Arts",17682,Economics,ECON, 452,001,IntermStat&MetricsII,M W,830-10AM,Hagemann,4.00
"Literature, Science & the Arts",17683,Economics,ECON, 452,002,IntermStat&MetricsII,F,12-1PM,Haxhiu,4.00
"Literature, Science & the Arts",17684,Economics,ECON, 452,003,IntermStat&MetricsII,F,11-12PM,Haxhiu,4.00
"Literature, Science & the Arts",29118,Economics,ECON, 461,001,Econ Development I,T TH,10-1130AM,Bleakley,3.00
"Literature, Science & the Arts",30166,Economics,ECON, 466,001,Econ of Population,T TH,10-1130AM,Rotella,3.00
"Literature, Science & the Arts",29123,Economics,ECON, 481,001,Govern Expenditures,M W,830-10AM,Dudek,3.00
"Literature, Science & the Arts",27637,Economics,ECON, 490,001,MicroEcon Topics,T TH,10-1130AM,Levchenko,3.00
"Literature, Science & the Arts",33926,Economics,ECON, 490,002,MicroEcon Topics,M W,830-10AM,Mueller-Smith,3.00
"Literature, Science & the Arts",30168,Economics,ECON, 491,001,Hist Amer Econ,M W,230-4PM,Rotella,3.00
"Literature, Science & the Arts",25169,Economics,ECON, 495,001,Seminar in Econ,M W,830-10AM,Troiano,3.00
"Literature, Science & the Arts",32648,Economics,ECON, 495,002,Seminar in Econ,M W,4-530PM,Kilian,3.00
"Literature, Science & the Arts",31294,Economics,ECON, 497,001,Econ Honors Seminar,TH,4-5PM,Dominguez,1.00
"Literature, Science & the Arts",11174,Economics,ECON, 498,001,Honors Ind Research,,ARR,,1.00-4.00
"Literature, Science & the Arts",37342,Economics,ECON, 498,002,Honors Ind Research,,ARR,Dominguez,1.00-4.00
"Literature, Science & the Arts",36232,Economics,ECON, 498,041,Honors Ind Research,,ARR,Shapiro,1.00-4.00
"Literature, Science & the Arts",37433,Economics,ECON, 498,043,Honors Ind Research,,ARR,Kowalski,1.00-4.00
"Literature, Science & the Arts",33922,Economics,ECON, 498,066,Honors Ind Research,,ARR,Slemrod,1.00-4.00
"Literature, Science & the Arts",33912,Economics,ECON, 498,119,Honors Ind Research,,ARR,Miller,1.00-4.00
"Literature, Science & the Arts",11175,Economics,ECON, 499,001,Individual Research,,ARR,,1.00-4.00
"Literature, Science & the Arts",34192,Economics,ECON, 499,136,Individual Research,,ARR,Thapar,1.00-4.00
"Literature, Science & the Arts",11177,Economics,ECON, 500,001,Quantitative Methods,T TH,830-10AM,Hogan,3.00
"Literature, Science & the Arts",11176,Economics,ECON, 501,001,Microecon Thry,M W,830-10AM,Zamzow,3.00
"Literature, Science & the Arts",20826,Economics,ECON, 503,001,Statistics MAE I,T TH,10-1130AM,Asenova,3.00
"Literature, Science & the Arts",31613,Economics,ECON, 541,001,Intl Trade Policy,T TH,830-950AM,Deardorff,3.00
"Literature, Science & the Arts",36272,Economics,ECON, 598,001,MAE Internship,,ARR,,1.00
"Literature, Science & the Arts",11178,Economics,ECON, 599,001,Special Tutorial,,ARR,,1.00-3.00
"Literature, Science & the Arts",11179,Economics,ECON, 600,001,Math-Economists,T TH,10-1130AM,Ke,2.00
"Literature, Science & the Arts",11180,Economics,ECON, 600,002,Math-Economists,F,10-1130AM,Gong,2.00
"Literature, Science & the Arts",11181,Economics,ECON, 601,001,Microecon Theory I,T TH,230-4PM,Ke,1.50
"Literature, Science & the Arts",11182,Economics,ECON, 601,002,Microecon Theory I,TH,6-730PM,"Hsieh, Moore",1.50
"Literature, Science & the Arts",21289,Economics,ECON, 603,001,Microecon Theory III,T TH,230-4PM,Leahy,1.50
"Literature, Science & the Arts",21290,Economics,ECON, 603,002,Microecon Theory III,TH,6-730PM,"Hsieh, Moore",1.50
"Literature, Science & the Arts",18676,Economics,ECON, 605,001,Macroecon Theory I,M W,10-1130AM,Stolyarov,3.00
"Literature, Science & the Arts",19086,Economics,ECON, 605,002,Macroecon Theory I,T,4-530PM,Ranosova,3.00
"Literature, Science & the Arts",11183,Economics,ECON, 611,001,Stabilization Pol,M W,230-4PM,House,3.00
"Literature, Science & the Arts",20024,Economics,ECON, 617,001,Game Theory,T TH,10-1130AM,Miller,3.00
"Literature, Science & the Arts",11184,Economics,ECON, 621,001,Labor Economics I,M W,1-230PM,"Bound, Stephens Jr",3.00
"Literature, Science & the Arts",30169,Economics,ECON, 631,001,Industr Org&Pub Pol,T TH,1-230PM,Fan,3.00
"Literature, Science & the Arts",19886,Economics,ECON, 641,001,Inter Trade Theory,T TH,230-4PM,"Sotelo, Levchenko",3.00
"Literature, Science & the Arts",30170,Economics,ECON, 663,001,Topc Wrld Ec Hist I,M W,4-530PM,"Bleakley, Rhode",3.00
"Literature, Science & the Arts",11185,Economics,ECON, 665,001,Ec Dev&Transition I,T TH,1-230PM,"Bleakley, Yang",3.00
"Literature, Science & the Arts",11186,Economics,ECON, 671,001,Econometric Anlys I,M W,830-10AM,Kilian,3.00
"Literature, Science & the Arts",11187,Economics,ECON, 671,002,Econometric Anlys I,T,530-7PM,Idrobo Rincon,3.00
"Literature, Science & the Arts",27639,Economics,ECON, 675,001,Appl Microeconometr,M W,830-10AM,Cattaneo,3.00
"Literature, Science & the Arts",21901,Economics,ECON, 678,001,Adv Econometrics I,T TH,4-530PM,Hagemann,3.00
"Literature, Science & the Arts",16683,Economics,ECON, 683,001,Gov Expenditures,M W,10-1130AM,"Kowalski, Hines Jr",3.00
"Literature, Science & the Arts",11188,Economics,ECON, 695,001,Intro Research I,T TH,830-10AM,"Levchenko, Bound",3.00
"Literature, Science & the Arts",11189,Economics,ECON, 700,001,Research,,ARR,,1.00-6.00
"Literature, Science & the Arts",32196,Economics,ECON, 741,001,Interdisc Prob Solv,W,315-415PM,"Hakimi, Lampe",3.00
"Literature, Science & the Arts",32196,Economics,ECON, 741,001,Interdisc Prob Solv,W,430-630PM,,3.00
"Literature, Science & the Arts",32203,Economics,ECON, 741,002,Interdisc Prob Solv,W,315-415PM,"Friedman, Broglio",3.00
"Literature, Science & the Arts",32203,Economics,ECON, 741,002,Interdisc Prob Solv,W,430-630PM,,3.00
"Literature, Science & the Arts",32210,Economics,ECON, 741,003,Interdisc Prob Solv,T,315-415PM,"Crane, Smith, Pradhan",3.00
"Literature, Science & the Arts",32210,Economics,ECON, 741,003,Interdisc Prob Solv,T,430-630PM,,3.00
"Literature, Science & the Arts",32217,Economics,ECON, 741,004,Interdisc Prob Solv,W,315-415PM,"Clark, Ackerman",3.00
"Literature, Science & the Arts",32217,Economics,ECON, 741,004,Interdisc Prob Solv,W,430-630PM,,3.00
"Literature, Science & the Arts",32224,Economics,ECON, 741,005,Interdisc Prob Solv,T,315-415PM,"Khanna, Chanchani",3.00
"Literature, Science & the Arts",32224,Economics,ECON, 741,005,Interdisc Prob Solv,T,430-630PM,,3.00
"Literature, Science & the Arts",25109,Economics,ECON, 899,001,Responsible Cond Res,W,1130-1PM,Anderson,0.65
"Literature, Science & the Arts",11190,Economics,ECON, 990,001,Diss-Precand,,ARR,,1.00-8.00
"Literature, Science & the Arts",36107,Economics,ECON, 990,004,Diss-Precand,,ARR,Tesar,1.00-8.00
"Literature, Science & the Arts",37052,Economics,ECON, 990,019,Diss-Precand,,ARR,Bound,1.00-8.00
"Literature, Science & the Arts",37055,Economics,ECON, 990,026,Diss-Precand,,ARR,Fan,1.00-8.00
"Literature, Science & the Arts",37054,Economics,ECON, 990,082,Diss-Precand,,ARR,Ke,1.00-8.00
"Literature, Science & the Arts",37057,Economics,ECON, 990,111,Diss-Precand,,ARR,Levchenko,1.00-8.00
"Literature, Science & the Arts",37053,Economics,ECON, 990,117,Diss-Precand,,ARR,Cravino,1.00-8.00
"Literature, Science & the Arts",37078,Economics,ECON, 990,119,Diss-Precand,,ARR,Miller,1.00-8.00
"Literature, Science & the Arts",37056,Economics,ECON, 990,127,Diss-Precand,,ARR,Ottonello,1.00-8.00
"Literature, Science & the Arts",37051,Economics,ECON, 990,129,Diss-Precand,,ARR,Mueller-Smith,1.00-8.00
"Literature, Science & the Arts",11191,Economics,ECON, 995,001,Diss-Cand,,ARR,,8.00
"Literature, Science & the Arts",35121,Economics,ECON, 995,002,Diss-Cand,,ARR,Dominguez,8.00
"Literature, Science & the Arts",35122,Economics,ECON, 995,004,Diss-Cand,,ARR,Tesar,8.00
"Literature, Science & the Arts",35117,Economics,ECON, 995,017,Diss-Cand,,ARR,Hines Jr,8.00
"Literature, Science & the Arts",36727,Economics,ECON, 995,018,Diss-Cand,,ARR,Brown,8.00
"Literature, Science & the Arts",35109,Economics,ECON, 995,019,Diss-Cand,,ARR,Bound,8.00
"Literature, Science & the Arts",35128,Economics,ECON, 995,026,Diss-Cand,,ARR,Fan,8.00
"Literature, Science & the Arts",35125,Economics,ECON, 995,037,Diss-Cand,,ARR,Stephens Jr,8.00
"Literature, Science & the Arts",35119,Economics,ECON, 995,041,Diss-Cand,,ARR,Shapiro,8.00
